من یک گوشی با صفحه نمایش کوچکتر از 4 می خواهم	O O O O O O O O B-displaySizeless O O	suggest_mobile
من یک گوشی با برندی به جز هوآوی می خواهم	O O O O O O O B-brand_not O O	suggest_mobile
من یک گوشی با حداکثر کیفیت دوربین 12 مگاپیکسل می خواهم	O O O O O O O B-maincameraless O O O	suggest_mobile
من یک گوشی دوربینش حداقل برابر با 25 می خواهم	O O O O O O O B-maincameramore O O	suggest_mobile
من یک گوشی غیر آیفون و همچنین رم اش با رمی برابر با 3 گیگ می خواهم	O O O O B-brand_not O O O O O O O O B-RAM O O O	suggest_mobile
من یک گوشی از اپل همین طور در حد 13 میلیون می خواهم	O O O O B-brand O O O O B-price I-price O O	suggest_mobile
من یک گوشی از برند اپل و همچنین غیر ios می خواهم	O O O O O B-brand O O O B-os_not O O	suggest_mobile
من یک گوشی با رنگی غیر از زرد - با دوربین پایین تر از 32 مگاپیکسل می خواهم	O O O O O O O B-color_not O O O O O O B-maincameraless O O O	suggest_mobile
من یک گوشی با رنگی غیر از بنفش شامل 2 سیم کارته می خواهم	O O O O O O O B-color_not O B-nsim O O O O	suggest_mobile
من یک گوشی غیر طلایی در عین حال دوربین کمتر از 32 مگاپیکسل می خواهم	O O O O B-color_not O O O O O O B-maincameraless O O O	suggest_mobile
من یک گوشی با فضای ذخیره سازی 512 به علاوه با وزن بیشتر از 250 می خواهم	O O O O O O O B-intermemory O O O O O O B-weightmore O O	suggest_mobile
من یک گوشی دارای حداکثر حافظه 512 گیگ به علاوه با سیستم عاملی به جز اندروید می خواهم	O O O O O O B-intermemoryless O O O O O O O O B-os_not O O	suggest_mobile
من یک گوشی حافظه زیر 32 - سنگاپور می خواهم	O O O O O B-intermemoryless O B-madeIn O O	suggest_mobile
من یک گوشی با حافظه رم 3 / با صفحه نمایش سایز 5 می خواهم	O O O O O O B-RAM O O O O O B-displaySize O O	suggest_mobile
من یک گوشی رم اش 3 - برند اش شیائومی می خواهم	O O O O O B-RAM O O O B-brand O O	suggest_mobile
من یک گوشی با رم بیشتر از 8 گیگابایت و همچنین با حداکثر ظرفیت باتری 6000 می خواهم	O O O O O O O B-RAMmore O O O O O O O B-batteryCless O O	suggest_mobile
من یک گوشی شامل 1 سیم کارته ، با رم بیشتر از 6 گیگابایت می خواهم	O O O O B-nsim O O O O O O O B-RAMmore O O O	suggest_mobile
من یک گوشی دارای 2 سیم کارت با رم نهایتا 3 گیگ می خواهم	O O O O B-nsim O O O O O B-RAMless O O O	suggest_mobile
من یک گوشی دارای 1 سیم کارت در عین حال تا قیمت 4 میلیون می خواهم	O O O O B-nsim O O O O O O O B-priceless I-priceless O O	suggest_mobile
من یک گوشی دوربین کمتر از 32 همین طور دارای سیستم عامل ios می خواهم	O O O O O O B-maincameraless O O O O O B-os O O	suggest_mobile
من یک گوشی با حداکثر کیفیت دوربین 24 و همچنین گرانتر از 11 میلیون می خواهم	O O O O O O O B-maincameraless O O O O B-pricemore I-pricemore O O	suggest_mobile
من یک گوشی با کیفیت عکس 8 مگاپیکسل ، با قابلیت پشتیبانی از 1 سیم کارت می خواهم	O O O O O O B-maincamera O O O O O O B-nsim O O O O	suggest_mobile
من یک گوشی دوربین سلفی اش 13 مگاپیکسل ساخت هند می خواهم	O O O O O O B-selficamera O O B-madeIn O O	suggest_mobile
من یک گوشی شامل سلفی ای با کیفیت 8 مگاپیکسل - دارای حافظه 256 گیگ می خواهم	O O O O O O O O B-selficamera O O O O B-intermemory O O O	suggest_mobile
من یک گوشی با کیفیت سلفی ای حداقل برابر با 32 مگاپیکسل / رم اش با رمی برابر با 8 می خواهم	O O O O O O O O O O B-selficameramore O O O O O O O O B-RAM O O	suggest_mobile
من یک گوشی 12 میلیون و مال کشور هندی می خواهم	O O O B-price I-price O O O B-madeIn O O	suggest_mobile
من یک گوشی با بودجه 17 میلیون و با حداکثر وزن 500 می خواهم	O O O O O B-price I-price O O O O B-weightless O O	suggest_mobile
من یک گوشی بالاتر از 17 میلیون همچنین دارای اندازه صفحه 7 می خواهم	O O O O O B-pricemore I-pricemore O O O O B-displaySize O O	suggest_mobile
من یک گوشی با وزن بیشتر از 250 ، سیستم عامل اش ios می خواهم	O O O O O O O B-weightmore O O O O B-os O O	suggest_mobile
من یک گوشی با وزن 400 در عین حال باتری اش 5300 می خواهم	O O O O O B-weight O O O O O B-batteryC O O	suggest_mobile
من یک گوشی با وزن کمتر از 183 به علاوه با رم بیشتر از 4 می خواهم	O O O O O O O B-weightless O O O O O O B-RAMmore O O	suggest_mobile
من یک گوشی با باتری کمتر از 4600 میلی آمپر - غیر هوآوی می خواهم	O O O O O O O B-batteryCless O O O O B-brand_not O O	suggest_mobile
من یک گوشی باتری اش بالای 4000 میلی آمپر ساعت همچنین دوربین کمتر از 64 می خواهم	O O O O O O B-batteryCmore O O O O O O O B-maincameraless O O	suggest_mobile
من یک گوشی با حداقل ظرفیت باتری 5000 میلی آمپر ساعت / با صفحه نمایش نهایتا 4 می خواهم	O O O O O O O B-batteryCmore O O O O O O O O B-displaySizeless O O	suggest_mobile
من یک گوشی سیستم عامل اش ios / ظرفیت باتری اش بالاتر از 5000 می خواهم	O O O O O O B-os O O O O O O B-batteryCmore O O	suggest_mobile
من یک گوشی با سیستم عاملی به جز اندروید به علاوه با حداکثر وزن 380 می خواهم	O O O O O O O O B-os_not O O O O O B-weightless O O	suggest_mobile
